Season,Team,Points Per Game,Opponent Points Per Game,Point Differential,Own FG%,Opponent FG%,Own 3p%,Opponent 3p%,FT%,Offensive Rebounds,Defensive Rebounds,Rebounding %,Own Turnovers,Opponent Turnovers,Offensive adjusted field goal %,Offensive ppg,Offensive FGM,Offensive FGA,Offensive 3pm,Offensive 3pa,Offensive FTA,Offensive FTM,Offensive PPS,Opponent adjusted field goal %,Opponent ppg,Opponent FGM,Opponent FGA,Opponent 3pm,Opponent 3pa,Opponent FTA,Opponent FTM,Opponent PPS,Opponent APG,Team APG,Team SPG,Opponent SPG,Team BPG,Opponent BPG,Team TPG,Opponent TPG,Team ATO,Team Techs
2016,Sacramento,106.6,109.1,-2.5,.464,.462,.359,.366,.725,.239,.749,.496,15.5,15.6,.510,106.6,40.0,86.4,8.0,22.4,25.5,18.5,1.23,.521,109.1,40.6,87.7,10.2,28.0,23.2,17.7,1.24,24.2,24.5,8.9,8.8,4.5,5.3,15.5,15.6,1.58,69
2016,Chicago,101.6,103.1,-1.5,.441,.441,.371,.345,.787,.245,.749,.502,13.3,11.3,.487,101.6,38.6,87.4,7.9,21.4,21.0,16.5,1.16,.485,103.1,39.4,89.4,7.9,23.0,22.1,16.3,1.15,22.5,22.8,6.0,8.0,5.7,5.7,13.3,11.3,1.71,44
2016,Utah,97.7,95.9,+1.8,.449,.446,.355,.357,.744,.259,.777,.519,14.2,13.3,.501,97.7,36.1,80.4,8.5,23.8,23.0,17.1,1.21,.495,95.9,35.6,79.9,7.9,22.2,22.5,16.8,1.20,19.1,19.0,7.7,8.0,5.2,4.7,14.2,13.3,1.34,46
2016,Brooklyn,98.6,106.0,-7.4,.453,.479,.352,.369,.757,.241,.757,.494,14.3,13.5,.492,98.6,38.2,84.4,6.5,18.4,20.7,15.7,1.17,.534,106.0,40.8,85.2,9.5,25.6,19.6,15.0,1.24,24.5,22.3,7.6,8.8,4.0,5.2,14.3,13.5,1.56,36
2016,New York,98.4,101.1,-2.7,.439,.443,.346,.341,.805,.237,.758,.501,12.7,10.8,.483,98.4,36.9,84.0,7.4,21.5,21.4,17.2,1.17,.487,101.1,38.0,85.8,7.6,22.4,23.2,17.5,1.18,20.8,20.5,5.7,7.2,5.7,4.2,12.7,10.8,1.62,63
2016,Atlanta,102.8,99.2,+3.6,.458,.432,.350,.338,.783,.191,.746,.475,14.5,15.5,.516,102.8,38.6,84.4,9.9,28.4,20.0,15.6,1.22,.480,99.2,37.1,86.1,8.3,24.5,22.1,16.7,1.15,22.0,25.6,9.1,8.6,5.9,5.0,14.5,15.5,1.76,38
2016,Memphis,99.1,101.3,-2.2,.440,.456,.331,.365,.783,.253,.751,.491,12.7,15.5,.477,99.1,36.8,83.6,6.1,18.5,24.7,19.3,1.18,.518,101.3,35.9,78.8,9.7,26.6,25.7,19.7,1.29,21.9,20.7,8.8,7.0,4.3,5.7,12.7,15.5,1.63,62
2016,San Antonio,103.5,92.9,+10.6,.484,.436,.375,.331,.803,.230,.791,.520,12.5,14.3,.526,103.5,40.1,82.9,7.0,18.5,20.4,16.4,1.25,.477,92.9,35.7,81.8,6.6,19.9,19.6,14.9,1.14,20.8,24.5,8.3,7.2,5.9,3.9,12.5,14.3,1.96,42
2016,Toronto,102.7,98.2,+4.5,.451,.444,.370,.373,.777,.246,.777,.516,12.1,12.8,.504,102.7,36.7,81.3,8.6,23.4,26.7,20.8,1.26,.498,98.2,36.5,82.1,8.7,23.4,22.1,16.5,1.20,21.7,18.7,7.8,6.5,5.5,5.4,12.1,12.8,1.55,72
2016,LA Lakers,97.3,106.9,-9.6,.414,.473,.317,.347,.781,.231,.747,.480,13.0,12.1,.460,97.3,35.1,84.8,7.8,24.6,24.7,19.3,1.15,.523,106.9,40.5,85.6,8.5,24.6,23.7,17.3,1.25,24.7,18.0,7.2,7.5,4.1,5.6,13.0,12.1,1.39,35
2016,Charlotte,103.4,100.7,+2.7,.439,.444,.362,.349,.790,.200,.798,.496,11.9,13.0,.502,103.4,37.0,84.4,10.6,29.4,23.7,18.7,1.22,.496,100.7,37.8,85.0,8.9,25.4,21.2,16.3,1.18,23.2,21.7,7.3,6.7,5.3,5.5,11.9,13.0,1.83,43
2016,Miami,100.0,98.4,+1.6,.470,.442,.336,.347,.744,.238,.778,.517,13.2,12.3,.508,100.0,38.4,81.7,6.1,18.0,23.0,17.1,1.23,.485,98.4,37.2,84.3,7.4,21.2,21.5,16.5,1.17,20.2,20.8,6.7,7.5,6.5,4.1,13.2,12.3,1.58,61
2016,LA Clippers,104.5,100.2,+4.3,.465,.434,.364,.338,.692,.201,.738,.474,12.4,14.7,.524,104.5,38.3,82.4,9.7,26.7,26.2,18.2,1.27,.480,100.2,36.8,84.7,7.9,23.3,25.1,18.8,1.18,21.2,22.8,8.6,7.1,5.6,3.2,12.4,14.7,1.84,86
2016,Orlando,102.1,103.7,-1.6,.455,.460,.350,.359,.757,.231,.765,.494,13.6,14.5,.500,102.1,39.5,86.8,7.8,22.2,20.1,15.2,1.18,.513,103.7,38.4,83.5,8.9,24.9,24.0,17.9,1.24,23.2,23.6,8.2,7.6,5.1,5.5,13.6,14.5,1.73,50
2016,Detroit,102.0,101.4,+0.6,.439,.461,.345,.355,.668,.270,.793,.521,13.0,12.9,.491,102.0,37.9,86.4,9.0,26.2,25.5,17.1,1.18,.504,101.4,38.8,84.2,7.3,20.5,21.0,16.5,1.20,21.5,19.4,7.0,7.1,3.7,4.5,13.0,12.9,1.50,61
2016,Minnesota,102.4,106.0,-3.6,.464,.471,.338,.355,.792,.243,.747,.498,14.4,14.2,.498,102.4,37.7,81.3,5.5,16.4,27.0,21.4,1.26,.524,106.0,40.0,84.9,9.0,25.5,22.5,17.0,1.25,22.6,23.4,8.0,7.8,4.6,5.2,14.4,14.2,1.63,39
2016,Oklahoma City,110.2,102.9,+7.3,.476,.438,.348,.342,.782,.311,.760,.547,15.5,12.5,.524,110.2,41.1,86.4,8.3,23.7,25.2,19.7,1.28,.484,102.9,38.4,87.7,8.1,23.8,23.8,18.0,1.17,21.5,23.0,7.4,8.8,5.9,4.5,15.5,12.5,1.48,53
2016,Houston,106.5,106.4,+0.1,.452,.459,.347,.361,.694,.257,.728,.491,15.2,15.8,.516,106.5,37.7,83.5,10.7,30.9,29.4,20.4,1.28,.516,106.4,39.0,85.1,9.7,26.9,24.6,18.6,1.25,24.6,22.2,10.0,9.0,5.2,4.9,15.2,15.8,1.46,77
2016,Boston,105.7,102.5,+3.2,.439,.441,.335,.336,.788,.251,.746,.494,13.5,15.8,.488,105.7,39.2,89.2,8.7,26.1,23.5,18.5,1.18,.487,102.5,37.5,85.0,7.8,23.3,26.0,19.7,1.21,20.9,24.2,9.2,7.6,4.2,5.5,13.5,15.8,1.79,67
2016,Washington,104.1,104.6,-0.5,.460,.462,.358,.371,.730,.206,.777,.486,13.9,15.6,.511,104.1,39.5,85.8,8.6,24.2,22.5,16.5,1.21,.515,104.6,38.7,83.8,9.0,24.2,23.7,18.3,1.25,22.5,24.5,8.6,8.1,3.9,4.3,13.9,15.6,1.76,53
2016,New Orleans,102.7,106.5,-3.8,.448,.468,.360,.369,.776,.212,.788,.490,13.0,13.2,.498,102.7,38.5,85.9,8.6,23.8,22.2,17.3,1.20,.523,106.5,39.2,83.9,9.2,24.9,24.0,18.8,1.27,23.2,22.2,7.7,7.3,4.2,5.2,13.0,13.2,1.70,49
2016,Cleveland,104.3,98.3,+6.0,.460,.448,.362,.347,.748,.251,.785,.520,12.9,12.9,.524,104.3,38.7,84.0,10.7,29.6,21.7,16.3,1.24,.496,98.3,36.8,82.1,7.9,22.7,22.6,16.8,1.20,21.4,22.7,6.7,7.2,3.9,4.4,12.9,12.9,1.76,31
2016,Milwaukee,99.0,103.2,-4.2,.467,.454,.345,.352,.747,.249,.731,.492,14.6,14.8,.499,99.0,38.4,82.2,5.4,15.6,22.7,17.0,1.21,.510,103.2,37.8,83.1,9.3,26.5,23.9,18.4,1.24,24.5,23.1,8.2,8.3,5.8,5.6,14.6,14.8,1.58,68
2016,Portland,105.1,104.3,+0.8,.450,.453,.370,.371,.754,.259,.762,.510,14.1,12.8,.511,105.1,38.6,85.9,10.5,28.5,23.0,17.4,1.22,.503,104.3,38.4,84.7,8.5,23.0,26.0,19.0,1.23,21.6,21.3,6.9,7.7,4.6,5.2,14.1,12.8,1.51,36
2017,Dallas,96.7,100.1,-3.4,.438,.469,.356,.396,.798,.189,.774,.463,11.3,15.0,.503,96.7,35.9,82.1,10.7,30.1,17.7,14.2,1.18,.531,100.1,36.3,77.4,9.6,24.3,23.0,17.8,1.29,20.4,20.1,7.7,6.4,3.8,3.4,11.3,15.0,1.77,36
2017,Philadelphia,99.9,105.0,-5.1,.436,.450,.355,.357,.761,.222,.756,.492,16.4,14.0,.499,99.9,36.6,84.0,10.6,29.8,21.0,16.0,1.19,.503,105.0,38.6,85.8,9.1,25.5,25.1,18.7,1.22,21.7,23.3,7.8,8.5,5.8,5.0,16.4,14.0,1.42,21
2017,Denver,110.1,111.1,-1.0,.463,.473,.362,.371,.760,.284,.789,.537,15.0,11.3,.519,110.1,40.4,87.3,9.8,27.0,25.6,19.5,1.26,.526,111.1,41.7,88.2,9.4,25.4,23.1,18.3,1.26,23.9,24.3,6.6,8.4,4.2,5.1,15.0,11.3,1.63,26
2017,Indiana,105.4,106.7,-1.3,.463,.451,.370,.346,.816,.196,.749,.479,13.9,14.9,.512,105.4,39.4,85.0,8.4,22.6,22.5,18.4,1.24,.510,106.7,38.9,86.3,10.2,29.4,23.7,18.7,1.24,23.2,22.4,8.7,8.4,5.4,5.3,13.9,14.9,1.61,25
2017,Golden State,117.5,104.8,+12.7,.499,.432,.385,.318,.788,.222,.758,.511,15.0,14.4,.567,117.5,43.5,87.3,11.9,31.0,23.5,18.5,1.35,.483,104.8,39.0,90.1,9.2,28.8,23.3,17.8,1.16,22.0,31.0,9.3,8.9,6.4,3.8,15.0,14.4,2.07,35
2017,Phoenix,106.5,111.8,-5.3,.450,.469,.347,.387,.784,.265,.767,.510,15.2,14.9,.496,106.5,39.3,87.5,8.1,23.3,25.2,19.7,1.22,.527,111.8,40.0,85.3,9.9,25.6,27.9,21.8,1.31,22.3,18.4,8.4,7.8,4.2,5.6,15.2,14.9,1.21,48
2017,Sacramento,102.8,105.6,-2.8,.452,.463,.357,.378,.781,.221,.755,.487,13.7,14.2,.506,102.8,37.3,82.4,8.9,24.9,24.7,19.3,1.25,.530,105.6,37.8,81.7,10.9,28.9,24.7,19.1,1.29,23.2,22.1,8.2,8.2,4.1,5.6,13.7,14.2,1.61,32
2017,Chicago,101.5,101.5,0.0,.434,.458,.315,.364,.803,.292,.765,.525,12.9,12.9,.472,101.5,37.6,86.6,6.5,20.5,24.6,19.7,1.17,.509,101.5,39.3,85.8,8.7,23.9,18.8,14.3,1.18,23.9,20.7,7.8,7.3,5.0,4.9,12.9,12.9,1.61,34
2017,Utah,99.4,95.4,+4.0,.462,.433,.361,.355,.750,.220,.778,.511,13.0,11.5,.522,99.4,36.2,78.3,9.4,25.9,23.5,17.6,1.27,.482,95.4,35.8,82.6,8.0,22.6,20.6,15.8,1.15,17.8,19.2,6.6,7.0,5.0,3.6,13.0,11.5,1.48,21
2017,Brooklyn,105.8,114.7,-8.9,.441,.464,.341,.369,.792,.193,.755,.477,16.5,12.9,.507,105.8,37.8,85.7,11.2,33.0,23.8,18.9,1.23,.521,114.7,42.7,92.1,10.5,28.6,24.2,18.7,1.25,23.3,21.3,7.2,10.0,4.6,5.9,16.5,12.9,1.29,31
2017,New York,105.4,108.1,-2.7,.448,.451,.362,.351,.788,.275,.750,.512,13.7,12.3,.499,105.4,39.9,89.0,9.1,25.1,21.1,16.6,1.18,.506,108.1,39.3,87.3,9.6,27.4,25.2,19.8,1.24,22.4,21.5,7.0,8.0,5.7,4.8,13.7,12.3,1.57,44
2017,Atlanta,103.3,103.0,+0.3,.456,.450,.349,.360,.725,.239,.757,.500,14.8,15.1,.510,103.3,38.7,84.9,9.0,25.8,23.2,16.8,1.22,.508,103.0,38.9,86.5,10.1,28.0,19.7,15.2,1.19,22.2,24.2,8.6,8.8,5.0,4.9,14.8,15.1,1.63,38
2017,Memphis,99.7,99.4,+0.3,.427,.436,.348,.337,.779,.243,.786,.506,12.4,14.0,.480,99.7,36.0,84.5,9.1,26.1,23.8,18.5,1.18,.497,99.4,34.4,78.9,9.6,28.4,28.4,21.0,1.26,19.7,20.7,8.5,6.8,4.6,5.2,12.4,14.0,1.66,32
2017,San Antonio,107.7,98.8,+8.9,.481,.446,.411,.337,.817,.230,.779,.513,12.4,13.8,.537,107.7,40.0,83.0,9.3,22.5,22.7,18.5,1.30,.495,98.8,36.9,82.8,8.2,24.4,21.5,16.8,1.19,21.2,24.3,7.9,7.5,5.7,4.0,12.4,13.8,1.96,15
2017,Toronto,109.7,104.8,+4.9,.465,.456,.373,.362,.810,.251,.749,.496,11.2,14.8,.518,109.7,39.8,85.7,9.2,24.7,25.7,20.8,1.28,.516,104.8,38.1,83.5,10.0,27.5,24.0,18.7,1.26,22.3,18.7,9.0,6.3,5.0,4.5,11.2,14.8,1.68,34
2017,LA Lakers,103.6,110.1,-6.5,.444,.479,.352,.363,.766,.254,.757,.497,14.5,13.3,.496,103.6,38.4,86.5,9.1,25.8,23.2,17.8,1.20,.536,110.1,41.2,86.1,10.0,27.5,23.5,17.7,1.28,24.9,20.5,7.7,8.5,3.7,5.4,14.5,13.3,1.41,38
2017,Charlotte,105.2,103.4,+1.8,.441,.444,.356,.354,.797,.211,.797,.506,11.7,12.1,.496,105.2,37.8,85.8,9.6,26.9,25.1,20.0,1.23,.506,103.4,39.0,87.8,10.9,30.7,18.4,14.5,1.18,23.7,23.5,6.7,6.9,5.1,5.9,11.7,12.1,2.02,27
2017,Miami,99.2,102.5,-3.3,.443,.448,.347,.351,.675,.231,.769,.496,12.3,12.4,.495,99.2,37.8,85.5,8.9,25.7,21.6,14.6,1.16,.498,102.5,38.2,85.1,8.5,24.2,22.7,17.7,1.20,20.8,21.0,6.8,6.5,5.4,5.2,12.3,12.4,1.70,37
2017,LA Clippers,108.0,103.0,+5.0,.468,.445,.380,.344,.750,.224,.770,.504,12.7,12.8,.530,108.0,39.3,83.9,10.4,27.3,25.5,19.1,1.29,.495,103.0,37.9,85.2,8.6,25.0,24.3,18.6,1.21,22.2,22.4,7.6,7.2,4.7,3.3,12.7,12.8,1.77,43
2017,Orlando,99.7,104.9,-5.2,.441,.462,.334,.356,.718,.219,.771,.488,12.8,12.4,.492,99.7,38.2,86.7,8.8,26.4,20.2,14.5,1.15,.514,104.9,39.6,85.8,9.1,25.5,21.7,16.6,1.22,22.3,22.2,6.8,7.5,5.3,5.2,12.8,12.4,1.74,29
2017,Detroit,100.6,101.3,-0.7,.453,.456,.344,.368,.738,.225,.802,.508,11.7,12.2,.499,100.6,39.3,86.7,8.0,23.1,19.0,14.0,1.16,.511,101.3,37.7,82.5,9.0,24.4,21.9,17.0,1.23,23.3,21.3,7.2,7.0,3.8,4.3,11.7,12.2,1.82,27
2017,Minnesota,103.5,104.6,-1.1,.461,.470,.350,.358,.786,.271,.770,.515,14.2,13.8,.508,103.5,38.5,83.5,7.8,22.3,23.8,18.7,1.24,.527,104.6,38.6,82.0,9.3,25.9,23.5,18.2,1.28,22.2,23.0,7.7,7.9,4.7,5.1,14.2,13.8,1.62,22
2017,Oklahoma City,106.3,105.2,+1.1,.458,.455,.327,.354,.741,.260,.777,.523,14.6,13.3,.507,106.3,39.4,86.0,8.4,25.9,25.8,19.1,1.24,.506,105.2,39.3,86.4,8.9,25.0,23.6,17.7,1.22,21.8,21.3,7.7,8.4,5.2,5.2,14.6,13.3,1.46,34
2017,Houston,114.3,108.1,+6.2,.468,.459,.367,.359,.760,.249,.760,.506,14.8,14.2,.552,114.3,40.5,86.6,14.6,39.7,24.6,18.7,1.32,.517,108.1,40.2,87.5,10.2,28.3,22.4,17.5,1.23,22.7,25.7,8.2,8.7,4.7,4.9,14.8,14.2,1.73,35
2017,Boston,107.6,105.8,+1.8,.453,.454,.366,.351,.818,.219,.739,.478,12.1,13.8,.523,107.6,39.1,86.2,11.9,32.6,21.4,17.5,1.25,.509,105.8,38.7,85.2,9.3,26.6,24.8,19.1,1.24,22.9,25.2,7.6,7.4,4.5,5.3,12.1,13.8,2.08,40
2017,Washington,106.6,105.7,+0.9,.474,.462,.367,.367,.786,.240,.758,.502,13.7,14.9,.524,106.6,40.8,86.0,8.5,23.2,20.9,16.4,1.24,.522,105.7,38.9,84.2,10.0,27.1,23.8,17.9,1.26,23.0,23.2,8.5,7.6,3.9,4.2,13.7,14.9,1.69,42
2017,New Orleans,103.3,106.2,-2.9,.440,.445,.357,.354,.749,.182,.774,.474,11.9,13.2,.494,103.3,38.5,87.6,9.5,26.7,22.4,16.8,1.18,.504,106.2,39.9,89.8,10.7,30.1,20.5,15.8,1.18,23.7,22.8,7.6,7.3,6.1,4.7,11.9,13.2,1.92,24
2017,Cleveland,109.7,105.1,+4.6,.455,.455,.385,.359,.750,.238,.755,.500,13.5,13.3,.530,109.7,38.9,85.5,12.9,33.5,25.3,19.0,1.28,.513,105.1,39.9,87.7,10.2,28.4,19.7,15.2,1.20,24.3,21.8,7.4,7.5,4.0,5.1,13.5,13.3,1.61,22
2017,Milwaukee,105.0,104.5,+0.5,.474,.451,.367,.358,.763,.231,.756,.498,13.5,13.8,.525,105.0,39.6,83.6,8.5,23.3,22.6,17.3,1.26,.514,104.5,38.0,84.3,10.6,29.7,23.0,17.9,1.24,24.5,24.8,8.3,7.5,5.4,5.2,13.5,13.8,1.84,28
2017,Portland,107.4,110.2,-2.8,.455,.454,.357,.382,.782,.220,.757,.486,13.1,13.0,.513,107.4,39.4,86.7,10.1,28.2,23.7,18.6,1.24,.512,110.2,39.4,86.7,10.1,26.3,26.9,21.4,1.27,21.2,22.1,7.1,8.1,5.2,5.2,13.1,13.0,1.68,29
