Player,Season,Age,Points,Rebounds,Assists,Minutes,FTA,Blocks,Fouls,3p%,FGA,2p%,FG,ft%,Steals,Turnovers,All Star
Jermaine Taylor,2009-10,23,4.1,1.5,0.5,9.8,1.5,0.1,0.5,0.227,3.8,0.412,1.5,0.717,0.3,0.6,0
Jermaine Taylor,2010-11,24,6.6,1.8,0.9,14.2,0.8,0.1,1.1,0.311,5.8,0.53,2.8,0.75,0.4,1.4,0
Jerome Jordan,2011-12,25,2,1.3,0.2,5.1,0.5,0.3,0.7,,1.6,0.515,0.8,0.8,0,0.1,0
Jerome Jordan,2014-15,28,3.1,2.4,0.3,8.7,1,0.3,1.3,,2.1,0.532,1.1,0.864,0.2,0.5,0
Jerrelle Benimon,2014-15,23,0,1.5,0,1.5,0,0,0,,0,,0,,0,0.5,0
Jerryd Bayless,2008-09,20,4.3,1.1,1.5,12.4,1.9,0,1.5,0.259,3.6,0.383,1.3,0.806,0.3,1.1,0
Jerryd Bayless,2009-10,21,8.5,1.6,2.3,17.6,3.3,0.1,2.1,0.315,6.5,0.437,2.7,0.831,0.4,1.3,0
Jerryd Bayless,2010-11,22,9.2,2.3,3.7,21.1,2.9,0.1,2.1,0.336,7.3,0.456,3.1,0.806,0.5,1.8,0
Jerryd Bayless,2011-12,23,11.4,2.1,3.8,22.7,2.8,0.1,2.3,0.423,8.9,0.424,3.8,0.852,0.8,1.7,0
Jerryd Bayless,2012-13,24,8.7,2.2,3.3,22.1,1.5,0.2,2.1,0.353,7.8,0.45,3.3,0.836,0.7,1.5,0
Jerryd Bayless,2013-14,25,9.3,2,2.7,23.4,1.6,0.1,2.2,0.358,8.6,0.425,3.4,0.797,0.8,1.1,0
Jerryd Bayless,2014-15,26,7.8,2.7,3,22.3,1.8,0.2,2.1,0.308,6.7,0.462,2.9,0.883,0.8,1.7,0
Jerryd Bayless,2015-16,27,10.4,2.7,3.5,28.2,1.7,0.2,2.2,0.416,8.5,0.421,3.6,0.8,1,1.8,0
Jimmer Fredette,2011-12,22,7.6,1.2,1.8,18.6,0.8,0,1.2,0.361,7.3,0.409,2.8,0.833,0.5,1.1,0
Jimmer Fredette,2012-13,23,7.2,1,1.3,14,1.4,0,0.9,0.417,5.9,0.423,2.5,0.859,0.4,1,0
Jimmer Fredette,2013-14,24,5.6,1.1,1.3,10.6,0.4,0.1,0.7,0.476,4.6,0.469,2.2,0.905,0.3,1,0
Jimmer Fredette,2014-15,25,3.6,0.8,1.2,10.2,0.9,0,0.9,0.188,3.3,0.458,1.3,0.956,0.3,0.7,0
Jimmer Fredette,2015-16,26,0.5,0,0.3,3.3,0,0,0.3,0,1,0.333,0.3,,0.3,0.3,0
Jimmy Butler,2011-12,22,2.6,1.3,0.3,8.5,1.3,0.1,0.5,0.182,1.9,0.441,0.8,0.768,0.3,0.3,0
Jimmy Butler,2012-13,23,8.6,4,1.4,26,2.8,0.4,1.2,0.381,6.2,0.489,2.9,0.803,1,0.8,0
Jimmy Butler,2013-14,24,13.1,4.9,2.6,38.7,5,0.5,1.6,0.283,10.3,0.457,4.1,0.769,1.9,1.5,0
Jimmy Butler,2014-15,25,20,5.8,3.3,38.7,7.1,0.6,1.7,0.378,14,0.484,6.5,0.834,1.8,1.4,1
Jimmy Butler,2015-16,26,22.4,5.3,4.3,38.3,7.7,0.7,1.9,0.331,16.4,0.488,7.5,0.829,1.7,2,0
Joakim Noah,2007-08,22,6.6,5.6,1.1,20.7,2.6,0.9,2.3,0,5,0.484,2.4,0.691,0.9,1.2,0
Joakim Noah,2008-09,23,6.7,7.6,1.3,24.2,2.3,1.4,3,0,4.7,0.558,2.6,0.676,0.6,1,0
Joakim Noah,2009-10,24,10.7,11,2.1,30.1,3.4,1.6,3.1,,8.1,0.504,4.1,0.744,0.5,1.8,0
Joakim Noah,2010-11,25,11.7,10.4,2.2,32.8,3.9,1.5,3.3,0,8.4,0.526,4.4,0.739,1,1.9,0
Joakim Noah,2011-12,26,10.2,9.8,2.5,30.4,3.2,1.4,2.5,0,7.7,0.509,3.9,0.748,0.6,1.4,0
Joakim Noah,2012-13,27,11.9,11.1,4,36.8,3.6,2.1,2.8,0,9.5,0.485,4.6,0.751,1.2,2.7,1
Joakim Noah,2013-14,28,12.6,11.3,5.4,35.3,4.2,1.5,3.1,0,10,0.476,4.8,0.737,1.2,2.4,1
Joakim Noah,2014-15,29,7.2,9.6,4.7,30.6,2.6,1.1,3,0,6.4,0.447,2.8,0.603,0.7,1.8,0
Joakim Noah,2015-16,30,4.3,8.8,3.8,21.9,1.6,1,2.7,0,4.6,0.386,1.8,0.489,0.6,1.8,0
Jodie Meeks,2009-10,22,4.7,1.7,0.7,12,0.7,0.1,0.9,0.318,4.5,0.456,1.7,0.795,0.3,0.4,0
Jodie Meeks,2010-11,23,10.5,2.3,1.1,27.9,2.3,0.1,1.3,0.397,7.7,0.468,3.3,0.894,0.9,0.8,0
Jodie Meeks,2011-12,24,8.4,2.4,0.8,24.9,1.3,0,1.2,0.365,7.1,0.468,2.9,0.906,0.6,0.4,0
Jodie Meeks,2012-13,25,7.9,2.2,0.9,21.3,1.2,0.1,1.3,0.357,6.8,0.441,2.6,0.896,0.7,0.7,0
Jodie Meeks,2013-14,26,15.7,2.5,1.8,33.2,3.4,0.1,1.5,0.401,11.6,0.514,5.4,0.857,1.4,1.4,0
Jodie Meeks,2014-15,27,11.1,1.7,1.3,24.4,2.7,0.1,1.3,0.349,8.9,0.46,3.7,0.906,1,1,0
Jodie Meeks,2015-16,28,1,1,0,8.5,0,0,1,,2.5,0.2,0.5,,0,0.5,0
Joe Harris,2014-15,23,2.7,0.8,0.5,9.7,0.3,0,1.2,0.369,2.4,0.472,0.9,0.6,0.1,0.5,0
Joe Harris,2015-16,24,0.6,0.6,0.4,3,0,0,0.2,0.25,0.8,,0.2,,0,0.2,0
Joe Ingles,2014-15,27,5,2.2,2.3,21.2,0.5,0.1,1.6,0.356,4.5,0.493,1.9,0.75,0.9,1.2,0
Joe Ingles,2015-16,28,4.1,1.7,1.1,14.4,0.1,0.1,1.3,0.377,3.6,0.519,1.5,0.833,0.6,0.7,0
Joe Johnson,2001-02,20,7.5,3.3,2.3,24.9,0.7,0.3,1.5,0.292,7.6,0.469,3.3,0.774,0.8,0.9,0
Joe Johnson,2002-03,21,9.8,3.2,2.6,27.5,1.5,0.2,1.7,0.366,9.7,0.408,3.9,0.774,0.8,1.3,0
Joe Johnson,2003-04,22,16.7,4.7,4.4,40.6,2.8,0.3,2.2,0.305,15.7,0.463,6.8,0.75,1.1,2.4,0
Joe Johnson,2004-05,23,17.1,5.1,3.5,39.5,2.2,0.3,2,0.478,14.4,0.454,6.6,0.75,1,1.8,0
Joe Johnson,2005-06,24,20.2,4.1,6.5,40.7,4,0.4,2.3,0.356,17,0.487,7.7,0.791,1.3,3.3,0
Joe Johnson,2006-07,25,25,4.2,4.4,41.4,5.5,0.2,2,0.381,20,0.504,9.4,0.748,1.1,3.1,1
Joe Johnson,2007-08,26,21.7,4.5,5.8,40.8,4.6,0.2,2,0.381,18.3,0.454,7.9,0.834,1,2.7,1
Joe Johnson,2008-09,27,21.4,4.4,5.8,39.5,4.6,0.2,2.2,0.36,18,0.468,7.8,0.826,1.1,2.5,1
Joe Johnson,2009-10,28,21.3,4.6,4.9,38,3.5,0.1,1.9,0.369,18.2,0.488,8.4,0.818,1.1,1.9,1
Joe Johnson,2010-11,29,18.2,4,4.7,35.5,3.4,0.1,1.8,0.297,16.1,0.494,7.1,0.802,0.7,2,1
Joe Johnson,2011-12,30,18.8,3.7,3.9,35.5,3.1,0.2,1.3,0.388,15.5,0.489,7.1,0.849,0.8,1.9,1
Joe Johnson,2012-13,31,16.3,3,3.5,36.7,2.2,0.2,1.4,0.375,14.6,0.452,6.2,0.82,0.7,1.7,0
Joe Johnson,2013-14,32,15.8,3.4,2.7,32.6,2.5,0.1,1.6,0.401,12.9,0.489,5.8,0.815,0.6,1.5,1
Joe Johnson,2014-15,33,14.4,4.8,3.7,34.9,2.2,0.2,1.5,0.359,12.8,0.472,5.6,0.801,0.7,1.7,0
Joe Johnson,2015-16,34,11.3,3.9,3.8,34.2,1.7,0,1.8,0.352,10.8,0.413,4.2,0.835,0.7,1.9,0
Joel Anthony,2007-08,25,3.5,3.9,0.1,20.8,2,1.3,2.3,,2.5,0.467,1.2,0.592,0.4,0.7,0
Joel Anthony,2008-09,26,2.2,3,0.4,16.1,0.7,1.4,2.1,,1.8,0.483,0.9,0.652,0.3,0.6,0
Joel Anthony,2009-10,27,2.7,3.1,0.2,16.5,1.2,1.4,2,,2,0.478,1,0.717,0.3,0.6,0
Joel Anthony,2010-11,28,2,3.5,0.3,19.5,1,1.2,2.6,,1.3,0.535,0.7,0.644,0.1,0.5,0
Joel Anthony,2011-12,29,3.4,3.9,0.1,21.1,1.1,1.3,2,,2.4,0.559,1.3,0.69,0.6,0.7,0
Joel Anthony,2012-13,30,1.4,1.9,0.2,9.1,0.5,0.7,0.8,,1.1,0.515,0.6,0.607,0.2,0.4,0
Joel Anthony,2013-14,31,0.8,1.2,0.1,5.6,0.2,0.4,0.5,,1,0.375,0.4,0.5,0.1,0.1,0
Joel Anthony,2014-15,32,1.8,1.9,0.1,8.3,0.4,1,1.1,,1.3,0.581,0.7,0.682,0.2,0.2,0
Joel Anthony,2015-16,33,0.7,1.2,0.1,4,0.5,0.3,0.6,,0.4,0.4,0.2,0.833,0.2,0.1,0
Joel Freeland,2012-13,25,2.6,2.3,0.3,9.4,0.5,0.2,1.3,,2.8,0.408,1.1,0.667,0.3,0.4,0
Joel Freeland,2013-14,26,3.3,4,0.7,14,0.6,0.4,1.8,0,3.1,0.481,1.5,0.69,0.2,0.6,0
Joel Freeland,2014-15,27,3.5,4,0.3,12.9,0.5,0.5,1.9,,3.1,0.49,1.5,0.84,0.2,0.5,0
Joey Dorsey,2008-09,25,0.7,0.3,0.3,2,0,0,0,,0.7,0.5,0.3,,0,0,0
Joey Dorsey,2009-10,26,1.5,2.9,0.1,7.1,0.8,0.1,1.4,,1.3,0.45,0.6,0.417,0.2,0.4,0
Joey Dorsey,2010-11,27,3.1,4.4,0.6,12.1,1.5,0.4,1.8,,2.3,0.525,1.2,0.477,0.6,0.9,0
Joey Dorsey,2014-15,31,2.7,4,0.4,12.4,1.2,0.4,2.3,0,2.1,0.556,1.2,0.289,0.6,0.6,0
Joffrey Lauvergne,2014-15,23,3.9,3.2,0.5,11.2,1.2,0.4,1.8,0.188,3.7,0.452,1.5,0.643,0.3,0.9,0
Joffrey Lauvergne,2015-16,24,8,5.3,1.1,17.6,1,0.3,2,0.414,6.6,0.527,3.3,0.893,0.3,0.9,0
John Henson,2012-13,22,6,4.7,0.5,13.1,1.7,0.7,1.3,0,5.3,0.486,2.6,0.533,0.3,0.7,0
John Henson,2013-14,23,11.1,7.1,1.6,26.5,2.5,1.7,2.6,0,9.1,0.539,4.9,0.514,0.6,1.6,0
John Henson,2014-15,24,7,4.7,0.9,18.3,2,2,2.3,,5.2,0.566,2.9,0.569,0.4,1.3,0
John Henson,2015-16,25,6.8,3.9,1,16.7,2,2,2.4,,4.8,0.591,2.9,0.537,0.3,1.1,0
John Jenkins,2012-13,21,6.1,1.5,0.9,14.8,1.1,0.2,0.6,0.384,4.8,0.5,2.1,0.843,0.2,0.7,0
John Jenkins,2013-14,22,3.1,1.7,0.8,12.2,0.3,0.1,0.8,0.222,3.2,0.5,1.2,1,0.1,0.8,0
John Jenkins,2014-15,23,5.6,1.6,0.5,12.4,0.8,0,0.6,0.404,4.1,0.596,2,0.842,0.4,0.3,0
John Jenkins,2015-16,24,3.3,1,0.4,9.2,0.4,0,0.5,0.158,3.3,0.51,1.4,0.889,0.1,0.5,0
John Lucas III,2005-06,23,2.3,0.4,0.9,8.2,0,0,0.5,0.222,2.8,0.444,1.1,,0.4,0.5,0
John Lucas III,2006-07,24,3.3,0.8,0.7,8.1,0.4,0,0.8,0.254,3.3,0.485,1.3,0.789,0.4,0.3,0
John Lucas III,2010-11,28,1,0,0.5,5,1,0,0,0,1.5,0.5,0.5,0,0,0,0
John Lucas III,2011-12,29,7.5,1.6,2.2,14.8,0.7,0,0.9,0.393,7.3,0.404,2.9,0.875,0.4,0.9,0
John Lucas III,2012-13,30,5.3,1,1.7,13.1,0.4,0,0.8,0.377,5.3,0.393,2,0.72,0.4,0.4,0
John Lucas III,2013-14,31,3.8,0.9,1,14.1,0.4,0,1,0.298,4.5,0.349,1.5,0.625,0.3,0.5,0
John Lucas III,2014-15,32,4.7,0.8,2.9,13,0.2,0,0.9,0.31,5,0.44,2,1,0.4,0.8,0
John Salmons,2002-03,23,2.1,0.9,0.7,7.9,0.5,0.1,0.8,0.323,1.8,0.447,0.8,0.743,0.3,0.5,0
John Salmons,2003-04,24,5.8,2.5,1.7,20.8,1.2,0.2,1.6,0.34,5.4,0.413,2.1,0.772,0.8,1,0
John Salmons,2004-05,25,4.1,2.1,2,17.1,0.8,0.2,1.6,0.341,3.6,0.454,1.5,0.729,0.7,0.9,0
John Salmons,2005-06,26,7.5,2.7,2.7,25.1,2.4,0.2,2.2,0.299,6.4,0.445,2.7,0.775,0.9,1.5,0
John Salmons,2006-07,27,8.5,3.3,3.2,27,2.6,0.3,2.2,0.357,6.5,0.484,3,0.779,0.9,1.5,0
John Salmons,2007-08,28,12.5,4.3,2.6,31.1,3.2,0.4,2.1,0.325,9.9,0.504,4.7,0.823,1.1,2.1,0
John Salmons,2008-09,29,18.3,4.2,3.2,37.5,4.4,0.3,2.3,0.417,13.8,0.493,6.5,0.83,1.1,2.1,0
John Salmons,2009-10,30,15.4,3.3,2.8,34.9,3.8,0.3,2,0.382,12.2,0.468,5.4,0.83,1.2,1.5,0
John Salmons,2010-11,31,14,3.6,3.5,35,3.3,0.4,2.2,0.379,12.3,0.427,5.1,0.813,1,1.9,0
John Salmons,2011-12,32,7.5,2.9,2,27.2,1,0.2,1.7,0.295,7.5,0.464,3.1,0.644,0.8,1,0
John Salmons,2012-13,33,8.8,2.7,3,30,1.4,0.3,1.9,0.371,8.1,0.42,3.2,0.773,0.7,1.1,0
John Salmons,2013-14,34,5.2,2.1,1.9,22.1,0.7,0.2,1.6,0.387,5.3,0.348,1.9,0.769,0.6,0.7,0
John Salmons,2014-15,35,2,1,0.6,12.9,0.2,0.2,1.2,0.308,2.3,0.364,0.8,0.5,0.4,0.2,0
John Wall,2010-11,20,16.4,4.6,8.3,37.8,5.7,0.5,2.5,0.296,14.1,0.425,5.8,0.766,1.8,3.8,0
John Wall,2011-12,21,16.3,4.5,8,36.2,6.1,0.9,2.1,0.071,13.5,0.44,5.7,0.789,1.4,3.9,0
John Wall,2012-13,22,18.5,4,7.6,32.7,6.2,0.8,2.4,0.267,15,0.452,6.6,0.804,1.3,3.2,0
John Wall,2013-14,23,19.3,4.1,8.8,36.3,4.8,0.5,2.7,0.351,16.3,0.458,7.1,0.805,1.8,3.6,1
John Wall,2014-15,24,17.6,4.6,10,35.9,4.6,0.6,2.3,0.3,14.8,0.478,6.6,0.785,1.7,3.8,1
John Wall,2015-16,25,19.5,4.3,9.8,35.9,4.5,0.8,2.1,0.33,17.2,0.452,7.3,0.783,2.1,4.4,0
Johnny O'Bryant,2014-15,21,2.9,1.9,0.5,10.8,0.8,0.1,1.3,,3.5,0.367,1.3,0.444,0.1,0.7,0
Johnny O'Bryant,2015-16,22,3.3,2.9,0.6,14.3,0.7,0.2,1.8,1,3.4,0.413,1.4,0.667,0.3,0.6,0
Jon Leuer,2011-12,22,4.7,2.6,0.5,12.1,0.6,0.4,1.5,0.333,4.2,0.516,2.1,0.75,0.3,0.4,0
Jon Leuer,2012-13,23,2,1.3,0.3,6.7,0.5,0,0.8,0,1.9,0.51,0.9,0.462,0.2,0.3,0
Jon Leuer,2013-14,24,6.2,3.2,0.4,13.1,1,0.3,1.3,0.469,5,0.497,2.5,0.787,0.4,0.6,0
Jon Leuer,2014-15,25,4.5,3.3,0.7,13.1,0.9,0.1,1.4,0.241,4.3,0.467,1.9,0.627,0.3,0.6,0
Jon Leuer,2015-16,26,8.6,5.6,1.3,20.2,1.2,0.4,2,0.402,7.1,0.516,3.5,0.736,0.6,1.2,0
Jonas Jerebko,2009-10,22,9.3,6,0.7,27.9,2.2,0.4,2.9,0.313,7.5,0.52,3.6,0.71,1,1,0
Jonas Jerebko,2011-12,24,8.7,4.8,0.7,22.9,1.9,0.3,2.5,0.302,7.1,0.519,3.3,0.806,0.6,1,0
Jonas Jerebko,2012-13,25,7.7,3.8,0.9,18.2,1.8,0.2,1.8,0.301,6.4,0.502,2.9,0.773,0.8,0.9,0
Jonas Jerebko,2013-14,26,4.2,2.7,0.6,11.6,0.9,0.1,1.3,0.419,3.3,0.5,1.5,0.729,0.3,0.7,0
Jonas Jerebko,2014-15,27,6,3.8,0.9,16.4,0.9,0.2,1.8,0.386,5.1,0.481,2.3,0.848,0.6,0.6,0
Jonas Jerebko,2015-16,28,3.8,3.2,0.8,13.7,0.9,0.1,1.7,0.439,3.3,0.379,1.3,0.727,0.3,0.6,0
Jonas Valanciunas,2012-13,20,8.9,6,0.7,23.9,3,1.3,3,,5.9,0.557,3.3,0.789,0.3,1.5,0
Jonas Valanciunas,2013-14,21,11.3,8.8,0.7,28.2,3.2,0.9,3.1,0,8.3,0.532,4.4,0.762,0.3,1.7,0
Jonas Valanciunas,2014-15,22,12,8.7,0.5,26.2,3.5,1.2,2.8,0,8.2,0.573,4.7,0.786,0.4,1.4,0
Jonas Valanciunas,2015-16,23,12.2,9.4,0.8,26.3,3.8,1.2,2.5,,8.8,0.537,4.7,0.73,0.3,1.6,0
Jonathon Simmons,2015-16,26,6.1,1.6,1.2,13.9,1.6,0.1,2,0.429,4.2,0.552,2.2,0.778,0.4,1,0
Jordan Adams,2014-15,20,3.1,0.9,0.5,8.3,0.8,0.2,0.8,0.4,2.9,0.41,1.2,0.609,0.5,0.5,0
Jordan Adams,2015-16,21,3.5,1,1.5,7.5,2.5,0,1,0,3,0.4,1,0.6,1.5,1,0
Jordan Clarkson,2014-15,22,11.9,3.2,3.5,25,2.7,0.2,1.8,0.314,10.1,0.482,4.5,0.829,0.9,1.6,0
Jordan Clarkson,2015-16,23,15.2,3.8,2.4,32.1,2.9,0.1,2.1,0.333,13.5,0.472,6,0.78,1.1,1.8,0
Jordan Crawford,2010-11,22,11.7,2.5,2.8,24.5,2,0.1,1.5,0.258,11.9,0.427,4.6,0.869,0.9,2,0
Jordan Crawford,2011-12,23,14.7,2.6,3,27.4,3.2,0.1,1.7,0.289,13.6,0.451,5.5,0.793,0.9,2.2,0
Jordan Crawford,2012-13,24,11.6,3,3.2,24.4,2.3,0.1,1.5,0.337,10.4,0.455,4.3,0.811,0.6,2,0
Jordan Crawford,2013-14,25,11,2.3,3.5,23,2.1,0.1,1.5,0.316,9.7,0.471,4,0.864,0.6,1.7,0
Jordan Farmar,2006-07,20,4.4,1.7,1.9,15.1,0.5,0.1,1.1,0.328,4.1,0.503,1.7,0.711,0.6,1,0
Jordan Farmar,2007-08,21,9.1,2.2,2.7,20.6,1,0.1,1.3,0.371,7.7,0.546,3.5,0.679,0.9,1.3,0
Jordan Farmar,2008-09,22,6.4,1.8,2.4,18.3,1.2,0.2,1.6,0.336,6.3,0.421,2.5,0.584,0.9,1.3,0
Jordan Farmar,2009-10,23,7.2,1.6,1.5,18,1,0.1,1.3,0.376,6.3,0.483,2.7,0.671,0.6,0.9,0
Jordan Farmar,2010-11,24,9.6,2.4,5,24.6,1.4,0.1,1.8,0.359,8.9,0.421,3.5,0.82,0.8,1.9,0
Jordan Farmar,2011-12,25,10.4,1.6,3.3,21.3,1.6,0.1,1.3,0.44,8.1,0.484,3.8,0.905,0.6,1.7,0
Jordan Farmar,2013-14,27,10.1,2.5,4.9,22.2,1.4,0.2,1.6,0.438,8.9,0.397,3.7,0.746,0.9,2.3,0
Jordan Farmar,2014-15,28,4.6,1.2,1.9,14.7,0.3,0.1,1.4,0.361,4.4,0.426,1.7,0.909,0.6,0.9,0
Jordan Hamilton,2011-12,21,4.4,2.4,0.8,9.9,0.2,0.1,0.6,0.362,4.3,0.484,1.8,0.4,0.2,0.6,0
Jordan Hamilton,2012-13,22,5.2,2.4,0.6,9.9,0.7,0.2,0.6,0.37,5,0.445,2.1,0.5,0.4,0.5,0
Jordan Hamilton,2013-14,23,6.7,3.2,0.9,17,0.9,0.3,1.1,0.354,6.3,0.433,2.5,0.784,0.7,0.8,0
Jordan Hamilton,2014-15,24,2.7,1.1,0.5,8.7,0,0,1,0.476,2.5,0.286,1,,0.1,0.3,0
Jordan Hill,2009-10,22,5.2,3.7,0.4,13.3,1.4,0.4,2,0,4.3,0.497,2.1,0.676,0.3,0.6,0
Jordan Hill,2010-11,23,5.6,4.3,0.4,15.6,1.2,0.7,2.2,0,4.9,0.494,2.4,0.706,0.2,0.9,0
Jordan Hill,2011-12,24,5,4.8,0.4,14.1,1.2,0.7,1.8,0,4.2,0.506,2.1,0.638,0.4,0.8,0
Jordan Hill,2012-13,25,6.7,5.7,0.4,15.8,2.1,0.7,1.9,0,5.3,0.503,2.7,0.656,0.3,0.9,0
Jordan Hill,2013-14,26,9.7,7.4,0.8,20.8,2.5,0.9,2.4,0,7.2,0.55,4,0.685,0.4,1,0
Jordan Hill,2014-15,27,12,7.9,1.5,26.8,2.4,0.7,2.3,0.273,11.1,0.462,5.1,0.738,0.5,1.5,0
Jordan Hill,2015-16,28,9.6,6.9,1.3,22.1,2,0.5,2.4,0,7.9,0.517,4.1,0.697,0.6,1.4,0
Jordan McRae,2015-16,24,6,1,1.7,13.3,2.7,0,0.7,0.2,4.3,0.5,1.7,0.875,0.3,1.7,0
Jordan Mickey,2015-16,21,2.3,1,0.3,2,1,0.3,0.3,,1,0.667,0.7,1,0,0,0
Jorge Gutierrez,2013-14,25,4.1,1.5,2,16.3,0.8,0.1,2.5,0.25,3.6,0.524,1.7,0.75,0.7,0.9,0
Jorge Gutierrez,2014-15,26,2.7,1.3,1.1,8.8,0.7,0,1.3,0,2.1,0.579,1.1,0.692,0.3,0.6,0
Jose Calderon,2005-06,24,5.5,2.2,4.5,23.2,1.4,0.1,1.5,0.163,4.9,0.465,2.1,0.848,0.7,1.6,0
Jose Calderon,2006-07,25,8.7,1.7,5,21,1.9,0.1,1.8,0.333,6.6,0.553,3.4,0.818,0.8,1.4,0
Jose Calderon,2007-08,26,11.2,2.9,8.3,30.3,1.5,0.1,1.6,0.429,8.6,0.551,4.5,0.908,1.1,1.5,0
Jose Calderon,2008-09,27,12.8,2.9,8.9,34.3,2.3,0.1,1.7,0.406,9.5,0.538,4.7,0.981,1.1,2.1,0
Jose Calderon,2009-10,28,10.3,2.1,5.9,26.7,1.5,0.1,2,0.398,8.4,0.519,4,0.798,0.7,1.5,0
Jose Calderon,2010-11,29,9.8,3,8.9,30.9,1.5,0.1,2.1,0.365,8.8,0.466,3.9,0.854,1.2,2.2,0
Jose Calderon,2011-12,30,10.5,3,8.8,33.9,1.3,0.1,1.8,0.371,9,0.5,4.1,0.882,0.9,2,0
Jose Calderon,2012-13,31,11.3,2.4,7.1,29.6,1.1,0.1,1.4,0.461,8.7,0.516,4.3,0.9,0.8,1.7,0
Jose Calderon,2013-14,32,11.4,2.4,4.7,30.5,0.8,0.1,1.7,0.449,9.2,0.464,4.2,0.825,0.9,1.3,0
Jose Calderon,2014-15,33,9.1,3,4.7,30.2,0.8,0,1.8,0.415,8.4,0.415,3.5,0.906,0.7,1.8,0
Jose Calderon,2015-16,34,7.5,3,4.1,27.7,0.7,0.1,1.7,0.411,6,0.529,2.9,0.875,1,1.1,0
Joseph Young,2015-16,23,4,1.1,1.5,8.4,0.9,0,0.6,0.222,3.7,0.456,1.5,0.81,0.4,0.7,0
Josh Akognon,2012-13,26,1.7,0.3,0.3,3,0,0,1,0.5,1.3,0.5,0.7,,0,0,0
Josh Childress,2004-05,21,10.1,6,1.9,29.7,2.9,0.4,2.3,0.232,8,0.493,3.8,0.823,0.9,1.3,0
Josh Childress,2005-06,22,10,5.2,1.8,30.4,2.7,0.5,2.5,0.492,6.8,0.56,3.8,0.766,1.2,1.4,0
Josh Childress,2006-07,23,13,6.2,2.3,36.8,3.8,0.7,2.1,0.338,9.4,0.533,4.7,0.795,1.1,1.5,0
Josh Childress,2007-08,24,11.8,4.9,1.5,29.9,3.6,0.6,1.7,0.367,7.5,0.595,4.3,0.807,0.9,1.3,0
Josh Childress,2010-11,27,5,2.9,0.8,16.6,1.1,0.4,1.3,0.063,4,0.606,2.2,0.492,0.6,0.8,0
Josh Childress,2011-12,28,2.9,2.8,1,14.4,0.1,0.2,1.1,0.167,2.9,0.587,1.4,0,0.4,0.3,0
Josh Childress,2012-13,29,1,1.1,0.4,7.1,0.1,0.1,0.2,0.333,1.5,0.278,0.4,0.5,0.1,0,0
Josh Childress,2013-14,30,0,0.8,0.5,6,0,0,0.3,,0,,0,,0.3,0.3,0
Josh Harrellson,2011-12,22,4.4,3.9,0.3,14.6,0.7,0.5,1.3,0.339,4,0.478,1.7,0.615,0.6,0.5,0
Josh Harrellson,2012-13,23,1.7,1.2,0,5.2,0.3,0.2,0.7,0.2,1.5,0.75,0.7,0.5,0.2,0.5,0
Josh Harrellson,2013-14,24,2.9,2.4,0.5,9.9,0.2,0.5,1.4,0.387,2.6,0.51,1.2,0.714,0.2,0.3,0
Josh Howard,2003-04,23,8.6,5.5,1.4,23.7,2.1,0.8,2.5,0.303,7.9,0.448,3.4,0.703,1,1,0
Josh Howard,2004-05,24,12.6,6.4,1.4,32.2,3.1,0.6,2.8,0.296,10.4,0.506,5,0.733,1.5,1.6,0
Josh Howard,2005-06,25,15.6,6.3,1.9,32.5,4.5,0.4,2.8,0.429,12.6,0.475,5.9,0.734,1.2,1.3,0
Josh Howard,2006-07,26,18.9,6.8,1.8,35.1,4.2,0.8,2.6,0.385,15.4,0.48,7,0.827,1.2,1.8,1
Josh Howard,2007-08,27,19.9,7,2.2,36.3,5.1,0.4,2.7,0.319,16.4,0.482,7.5,0.813,0.8,1.5,0
Josh Howard,2008-09,28,18,5.1,1.6,32,4.2,0.6,2.6,0.345,15.1,0.48,6.8,0.782,1.1,1.7,0
Josh Howard,2009-10,29,12.7,3.6,1.4,26.2,4,0.3,2.6,0.267,11.1,0.444,4.5,0.784,0.7,1.3,0
Josh Howard,2010-11,30,8.4,4.1,1.3,22.7,2.6,0.3,1.9,0.241,9,0.383,3.2,0.617,0.7,1.1,0
Josh Howard,2011-12,31,8.7,3.7,1.2,23,2.3,0.2,2.1,0.243,8.4,0.417,3.3,0.773,0.7,1.2,0
Josh Howard,2012-13,32,6.7,3.3,0.4,18.8,1.1,0.3,1.6,0.313,7,0.426,2.8,0.583,0.9,0.9,0
Josh McRoberts,2007-08,20,1.5,1.3,0.3,3.5,0,0,0.1,0,1.3,0.667,0.8,,0.1,0.3,0
Josh McRoberts,2008-09,21,2.4,2.2,0.5,8.5,0.4,0.5,1.2,0,2.5,0.479,1.1,0.769,0.4,0.4,0
Josh McRoberts,2009-10,22,4.3,3,1,12.5,0.9,0.4,1.8,0.348,3.5,0.553,1.8,0.5,0.4,0.5,0
Josh McRoberts,2010-11,23,7.4,5.3,2.1,22.2,1.7,0.8,2.3,0.383,5.4,0.577,2.9,0.739,0.7,1.3,0
Josh McRoberts,2011-12,24,2.8,3.4,1,14.4,0.7,0.4,1.5,0.429,2.4,0.477,1.1,0.639,0.3,0.6,0
Josh McRoberts,2012-13,25,6,4.9,2.1,22.2,1.3,0.4,2,0.286,5.1,0.51,2.3,0.765,0.5,1,0
