Player,Season,Age,Points,Rebounds,Assists,Minutes
Thabo Sefolosha,2013-14,29,6.3,3.6,1.5,26.0
Thabo Sefolosha,2014-15,30,5.3,4.3,1.4,18.8
Thabo Sefolosha,2015-16,31,7.0,4.6,1.5,24.4
Kevin Seraphin,2010-11,21,2.7,2.6,0.2,10.9
Kevin Seraphin,2011-12,22,7.9,4.9,0.6,20.6
Kevin Seraphin,2012-13,23,9.1,4.4,0.7,21.8
Kevin Seraphin,2013-14,24,4.7,2.4,0.3,10.9
Kevin Seraphin,2014-15,25,6.6,3.6,0.7,15.6
Kevin Seraphin,2015-16,26,3.8,2.4,1.1,10.9
Ramon Sessions,2007-08,21,8.1,3.4,7.5,26.5
Ramon Sessions,2008-09,22,12.4,3.4,5.7,27.5
Ramon Sessions,2009-10,23,8.2,2.6,3.1,21.1
Ramon Sessions,2010-11,24,13.3,3.1,5.2,26.3
Ramon Sessions,2011-12,25,11.3,3.3,5.5,26.7
Ramon Sessions,2012-13,26,14.4,2.8,3.8,27.1
Ramon Sessions,2013-14,27,12.3,2.4,4.1,26.7
Ramon Sessions,2014-15,28,6.3,2.3,2.8,18.6
Ramon Sessions,2015-16,29,10.2,2.5,2.9,21.0
Mustafa Shakur,2010-11,26,2.3,1.0,1.1,7.2
Mustafa Shakur,2013-14,29,0.3,0.0,1.3,3.7
Tornike Shengelia,2012-13,21,1.6,1.2,0.2,4.9
Tornike Shengelia,2013-14,22,1.1,0.6,0.5,5.9
Iman Shumpert,2011-12,21,9.5,3.2,2.8,28.9
Iman Shumpert,2012-13,22,6.8,3.0,1.7,22.1
Iman Shumpert,2013-14,23,6.7,4.2,1.7,26.5
Iman Shumpert,2014-15,24,8.0,3.6,2.2,24.9
Iman Shumpert,2015-16,25,6.6,2.8,1.5,24.1
Alexey Shved,2012-13,24,8.6,2.3,3.7,23.9
Alexey Shved,2013-14,25,4.0,1.3,1.1,10.5
Alexey Shved,2014-15,26,10.3,2.4,2.5,18.3
Xavier Silas,2011-12,24,5.5,2.0,1.5,19.5
Jonathon Simmons,2015-16,26,6.1,1.6,1.2,13.8
Henry Sims,2012-13,22,2.0,1.0,0.0,2.5
Henry Sims,2013-14,23,7.6,5.2,1.1,19.0
Henry Sims,2014-15,24,8.0,4.9,1.1,19.2
Kyle Singler,2012-13,24,8.8,4.0,0.9,28.0
Kyle Singler,2013-14,25,9.6,3.7,0.9,28.5
Kyle Singler,2014-15,26,6.0,2.4,1.1,21.8
Kyle Singler,2015-16,27,2.9,1.8,0.2,12.7
Chris Singleton,2011-12,22,4.6,3.5,0.7,21.7
Chris Singleton,2012-13,23,4.1,3.2,0.6,16.2
Chris Singleton,2013-14,24,3.0,2.2,0.2,10.0
Peyton Siva,2013-14,23,2.3,0.6,1.4,9.3
Donald Sloan,2011-12,24,5.5,2.0,3.2,20.3
Donald Sloan,2012-13,25,3.5,1.2,1.7,11.4
Donald Sloan,2013-14,26,2.3,0.9,1.0,8.2
Donald Sloan,2014-15,27,7.4,2.7,3.6,20.9
Donald Sloan,2015-16,28,5.3,2.6,4.0,18.4
Marcus Smart,2014-15,20,7.8,3.3,3.1,27.0
Marcus Smart,2015-16,21,9.2,4.3,3.2,27.1
Chris Smith,2013-14,26,0.0,0.0,0.0,1.0
Greg Smith,2011-12,21,1.8,2.5,0.1,8.6
Greg Smith,2012-13,22,6.0,4.6,0.4,15.9
Greg Smith,2013-14,23,3.5,2.5,0.0,9.1
Greg Smith,2014-15,24,1.9,1.9,0.2,8.6
Ish Smith,2010-11,22,2.3,1.1,1.8,10.3
Ish Smith,2011-12,23,2.8,1.3,1.6,9.0
Ish Smith,2012-13,24,2.4,1.2,1.7,9.9
Ish Smith,2013-14,25,3.7,1.8,2.6,14.4
Ish Smith,2014-15,26,6.1,1.8,3.3,15.1
Ish Smith,2015-16,27,11.6,3.4,6.6,26.1
J.R. Smith,2004-05,19,10.3,2.0,1.9,24.5
J.R. Smith,2005-06,20,7.7,2.0,1.1,18.0
J.R. Smith,2006-07,21,13.0,2.3,1.4,23.3
J.R. Smith,2007-08,22,12.3,2.1,1.7,19.2
J.R. Smith,2008-09,23,15.2,3.7,2.8,27.7
J.R. Smith,2009-10,24,15.4,3.1,2.4,27.8
J.R. Smith,2010-11,25,12.3,4.1,2.2,24.9
J.R. Smith,2011-12,26,12.5,3.9,2.4,27.6
J.R. Smith,2012-13,27,18.1,5.3,2.7,33.5
J.R. Smith,2013-14,28,14.5,4.0,3.0,32.7
J.R. Smith,2014-15,29,12.1,3.1,2.8,29.7
J.R. Smith,2015-16,30,12.2,2.8,1.6,29.9
Jason Smith,2007-08,21,4.5,3.0,0.3,14.6
Jason Smith,2009-10,23,3.4,2.4,0.6,11.8
Jason Smith,2010-11,24,4.3,3.1,0.5,14.3
Jason Smith,2011-12,25,9.9,4.9,0.9,23.7
Jason Smith,2012-13,26,8.2,3.6,0.7,17.2
Jason Smith,2013-14,27,9.7,5.8,0.9,26.8
Jason Smith,2014-15,28,8.0,4.0,1.7,21.8
Jason Smith,2015-16,29,6.0,2.5,0.7,14.7
Josh Smith,2004-05,19,9.7,6.2,1.7,27.7
Josh Smith,2005-06,20,11.3,6.6,2.4,32.0
Josh Smith,2006-07,21,16.4,8.6,3.3,36.8
Josh Smith,2007-08,22,17.2,8.2,3.4,35.5
Josh Smith,2008-09,23,15.6,7.2,2.4,35.1
Josh Smith,2009-10,24,15.7,8.7,4.2,35.4
Josh Smith,2010-11,25,16.5,8.5,3.3,34.4
Josh Smith,2011-12,26,18.8,9.6,3.9,35.3
Josh Smith,2012-13,27,17.5,8.4,4.2,35.3
Josh Smith,2013-14,28,16.4,6.8,3.3,35.5
Josh Smith,2014-15,29,12.4,6.4,3.3,27.7
Josh Smith,2015-16,30,6.2,3.9,1.5,15.5
Nolan Smith,2011-12,23,3.8,1.3,1.4,12.3
Nolan Smith,2012-13,24,2.8,0.7,0.9,7.2
Russ Smith,2014-15,23,2.5,0.5,0.7,5.4
Russ Smith,2015-16,24,1.5,0.6,0.7,4.4
Tony Snell,2013-14,22,4.5,1.6,0.9,16.0
Tony Snell,2014-15,23,6.0,2.4,0.9,19.6
Tony Snell,2015-16,24,5.8,3.4,1.0,21.6
James Southerland,2013-14,23,3.5,2.0,0.0,7.5
Marreese Speights,2008-09,21,7.7,3.7,0.4,16.0
Marreese Speights,2009-10,22,8.6,4.1,0.6,16.4
Marreese Speights,2010-11,23,5.4,3.3,0.5,11.5
Marreese Speights,2011-12,24,8.8,6.2,0.8,22.4
Marreese Speights,2012-13,25,8.3,4.9,0.6,16.5
Marreese Speights,2013-14,26,6.4,3.7,0.4,12.4
Marreese Speights,2014-15,27,10.4,4.3,0.9,15.9
Marreese Speights,2015-16,28,5.7,3.3,0.7,10.7
Tiago Splitter,2010-11,26,4.6,3.4,0.4,12.3
Tiago Splitter,2011-12,27,9.3,5.2,1.1,19.0
Tiago Splitter,2012-13,28,10.3,6.4,1.6,24.7
Tiago Splitter,2013-14,29,8.2,6.2,1.5,21.5
Tiago Splitter,2014-15,30,8.2,4.8,1.5,19.8
Tiago Splitter,2015-16,31,5.6,3.3,0.9,16.1
Nik Stauskas,2014-15,21,4.4,1.2,0.9,15.4
Nik Stauskas,2015-16,22,7.2,2.3,1.8,23.8
D.J. Stephens,2013-14,23,2.3,1.7,0.0,5.0
Lance Stephenson,2010-11,20,3.1,1.5,1.8,9.6
Lance Stephenson,2011-12,21,2.5,1.3,1.1,10.5
Lance Stephenson,2012-13,22,8.8,3.9,2.9,29.2
Lance Stephenson,2013-14,23,13.8,7.2,4.6,35.3
Lance Stephenson,2014-15,24,8.2,4.5,3.9,25.8
Lance Stephenson,2015-16,25,4.4,2.5,1.5,15.7
Greg Stiemsma,2011-12,26,2.9,3.2,0.5,13.9
Greg Stiemsma,2012-13,27,4.0,3.4,0.4,15.9
Greg Stiemsma,2013-14,28,2.9,4.1,0.7,18.3
Greg Stiemsma,2014-15,29,0.8,0.9,0.2,3.9
David Stockton,2014-15,23,2.7,0.7,3.0,11.0
Jarnell Stokes,2014-15,21,3.0,1.8,0.2,6.6
Jarnell Stokes,2015-16,22,1.0,0.8,0.0,2.8
Julyan Stone,2011-12,23,1.6,1.1,1.7,8.1
Julyan Stone,2012-13,24,1.8,0.8,0.5,7.0
Julyan Stone,2013-14,25,0.9,1.0,0.6,5.7
Amar'e Stoudemire,2002-03,20,13.5,8.8,1.0,31.3
Amar'e Stoudemire,2003-04,21,20.6,9.0,1.4,36.8
Amar'e Stoudemire,2004-05,22,26.0,8.9,1.6,36.1
Amar'e Stoudemire,2005-06,23,8.7,5.3,0.7,16.7
Amar'e Stoudemire,2006-07,24,20.4,9.6,1.0,32.8
Amar'e Stoudemire,2007-08,25,25.2,9.1,1.5,33.9
Amar'e Stoudemire,2008-09,26,21.4,8.1,2.0,36.8
Amar'e Stoudemire,2009-10,27,23.1,8.9,1.0,34.6
Amar'e Stoudemire,2010-11,28,25.3,8.2,2.6,36.8
Amar'e Stoudemire,2011-12,29,17.5,7.8,1.1,32.8
Amar'e Stoudemire,2012-13,30,14.2,5.0,0.4,23.5
Amar'e Stoudemire,2013-14,31,11.9,4.9,0.5,22.6
Amar'e Stoudemire,2014-15,32,11.5,5.6,0.8,21.1
Amar'e Stoudemire,2015-16,33,4.8,3.4,0.6,13.1
Rodney Stuckey,2007-08,21,7.6,2.3,2.8,19.0
Rodney Stuckey,2008-09,22,13.4,3.5,4.9,31.9
Rodney Stuckey,2009-10,23,16.6,3.8,4.8,34.2
Rodney Stuckey,2010-11,24,15.5,3.1,5.2,31.2
Rodney Stuckey,2011-12,25,14.8,2.6,3.8,29.9
Rodney Stuckey,2012-13,26,11.5,2.8,3.6,28.6
Rodney Stuckey,2013-14,27,13.9,2.3,2.1,26.7
Rodney Stuckey,2014-15,28,12.6,3.5,3.1,26.4
Rodney Stuckey,2015-16,29,9.8,3.4,2.6,25.0
Jared Sullinger,2012-13,20,6.0,5.9,0.8,19.8
Jared Sullinger,2013-14,21,13.3,8.1,1.6,27.6
Jared Sullinger,2014-15,22,13.3,7.6,2.3,27.0
Jared Sullinger,2015-16,23,9.7,8.8,2.2,23.7
DaJuan Summers,2009-10,22,3.0,1.0,0.4,9.2
DaJuan Summers,2010-11,23,3.4,0.5,0.1,9.0
DaJuan Summers,2011-12,24,4.5,1.5,0.7,13.9
DaJuan Summers,2012-13,25,1.0,1.0,0.5,3.5
Walter Tavares,2015-16,23,2.4,1.9,0.3,7.3
Jeffery Taylor,2012-13,23,6.1,1.9,0.8,19.6
Jeffery Taylor,2013-14,24,8.0,2.3,0.8,24.2
Jeffery Taylor,2014-15,25,4.4,1.8,0.8,14.8
Jermaine Taylor,2009-10,23,4.1,1.5,0.5,9.8
Jermaine Taylor,2010-11,24,6.6,1.8,0.9,14.2
Tyshawn Taylor,2012-13,22,2.2,0.5,0.6,5.8
Tyshawn Taylor,2013-14,23,3.9,0.7,1.6,11.7
Jeff Teague,2009-10,21,3.2,0.9,1.7,10.1
Jeff Teague,2010-11,22,5.2,1.5,2.0,13.8
Jeff Teague,2011-12,23,12.6,2.4,4.9,33.1
Jeff Teague,2012-13,24,14.6,2.3,7.2,32.9
Jeff Teague,2013-14,25,16.5,2.6,6.7,32.2
Jeff Teague,2014-15,26,15.9,2.5,7.0,30.5
Jeff Teague,2015-16,27,14.5,2.6,5.5,28.5
Marquis Teague,2012-13,19,2.1,0.9,1.3,8.2
Marquis Teague,2013-14,20,2.7,1.0,1.5,11.1
Mirza Teletovic,2012-13,27,3.5,1.8,0.4,9.4
Mirza Teletovic,2013-14,28,8.6,3.7,0.8,19.4
Mirza Teletovic,2014-15,29,8.5,4.9,1.2,22.3
Mirza Teletovic,2015-16,30,9.6,3.1,1.0,18.0
Sebastian Telfair,2004-05,19,6.8,1.5,3.3,19.6
Sebastian Telfair,2005-06,20,9.5,1.8,3.6,24.1
Sebastian Telfair,2006-07,21,6.1,1.4,2.8,20.2
Sebastian Telfair,2007-08,22,9.3,2.3,5.9,32.2
Sebastian Telfair,2008-09,23,9.8,1.7,4.6,27.9
Sebastian Telfair,2009-10,24,4.8,1.0,2.9,15.3
Sebastian Telfair,2010-11,25,7.2,1.5,3.0,19.2
Sebastian Telfair,2011-12,26,6.1,1.5,2.3,14.9
Sebastian Telfair,2012-13,27,5.6,1.4,2.6,16.6
Sebastian Telfair,2014-15,29,8.4,1.9,2.8,20.4
Garrett Temple,2009-10,23,5.0,1.1,0.8,12.4
Garrett Temple,2010-11,24,2.4,1.0,1.3,9.6
Garrett Temple,2012-13,26,5.1,2.4,2.3,22.7
Garrett Temple,2013-14,27,1.8,0.9,1.0,8.5
Garrett Temple,2014-15,28,3.9,1.7,1.1,14.1
Garrett Temple,2015-16,29,8.5,2.7,1.9,25.2
Jason Terry,1999-00,22,8.1,2.0,4.3,23.3
Jason Terry,2000-01,23,19.7,3.3,4.9,37.7
Jason Terry,2001-02,24,19.3,3.5,5.7,38.0
Jason Terry,2002-03,25,17.2,3.4,7.4,38.0
Jason Terry,2003-04,26,16.8,4.1,5.4,37.3
Jason Terry,2004-05,27,12.4,2.4,5.4,30.0
Jason Terry,2005-06,28,17.1,2.0,3.8,35.0
Jason Terry,2006-07,29,16.7,2.9,5.2,35.1
Jason Terry,2007-08,30,15.5,2.5,3.2,31.5
Jason Terry,2008-09,31,19.6,2.4,3.4,33.7
Jason Terry,2009-10,32,16.6,1.8,3.8,33.0
Jason Terry,2010-11,33,15.8,1.9,4.1,31.3
Jason Terry,2011-12,34,15.1,2.4,3.6,31.7
Jason Terry,2012-13,35,10.1,2.0,2.5,26.9
Jason Terry,2013-14,36,4.5,1.1,1.6,16.3
Jason Terry,2014-15,37,7.0,1.6,1.9,21.3
Jason Terry,2015-16,38,6.1,1.0,1.4,17.3
Hasheem Thabeet,2009-10,22,3.1,3.6,0.2,13.0
Hasheem Thabeet,2010-11,23,1.1,1.6,0.1,7.9
Hasheem Thabeet,2011-12,24,1.8,2.1,0.0,7.0
Hasheem Thabeet,2012-13,25,2.4,3.0,0.2,11.7
Hasheem Thabeet,2013-14,26,1.2,1.7,0.0,8.3
Adonis Thomas,2013-14,20,2.3,0.5,0.5,6.2
Isaiah Thomas,2011-12,22,11.5,2.6,4.1,25.5
Isaiah Thomas,2012-13,23,13.9,2.0,4.0,26.9
Isaiah Thomas,2013-14,24,20.3,2.9,6.3,34.7
Isaiah Thomas,2014-15,25,16.4,2.3,4.2,25.8
Isaiah Thomas,2015-16,26,21.5,2.9,6.7,32.3
Lance Thomas,2011-12,23,4.0,3.0,0.3,15.0
Lance Thomas,2012-13,24,2.5,1.9,0.3,10.9
Lance Thomas,2013-14,25,1.2,1.4,0.6,8.4
Lance Thomas,2014-15,26,7.1,3.1,1.1,24.0
Lance Thomas,2015-16,27,8.8,2.2,0.9,21.8
Malcolm Thomas,2011-12,23,0.3,1.0,0.3,5.0
Malcolm Thomas,2012-13,24,1.3,1.3,0.3,4.8
Malcolm Thomas,2013-14,25,1.9,2.6,0.3,7.9
Malcolm Thomas,2014-15,26,2.6,3.3,0.4,11.4
Tyrus Thomas,2006-07,20,5.2,3.7,0.6,13.4
Tyrus Thomas,2007-08,21,6.8,4.6,1.2,18.0
Tyrus Thomas,2008-09,22,10.8,6.4,1.0,27.5
Tyrus Thomas,2009-10,23,9.4,6.2,1.0,22.6
Tyrus Thomas,2010-11,24,10.2,5.5,0.7,21.0
Tyrus Thomas,2011-12,25,5.6,3.7,0.6,18.8
Tyrus Thomas,2012-13,26,4.8,2.3,0.7,13.8
Tyrus Thomas,2014-15,28,2.0,0.0,0.5,3.5
Hollis Thompson,2013-14,22,6.0,3.2,0.9,22.6
Hollis Thompson,2014-15,23,8.8,2.8,1.2,25.0
Hollis Thompson,2015-16,24,8.8,3.4,1.1,26.9
Jason Thompson,2008-09,22,11.1,7.4,1.1,28.1
Jason Thompson,2009-10,23,12.5,8.5,1.7,31.4
Jason Thompson,2010-11,24,8.8,6.1,1.2,23.3
Jason Thompson,2011-12,25,9.1,6.9,1.2,25.9
Jason Thompson,2012-13,26,10.9,6.7,1.0,27.9
Jason Thompson,2013-14,27,7.1,6.4,0.6,24.5
Jason Thompson,2014-15,28,6.1,6.5,1.0,24.6
Jason Thompson,2015-16,29,2.4,2.2,0.8,6.8
Klay Thompson,2011-12,21,12.5,2.4,2.0,24.4
Klay Thompson,2012-13,22,16.6,3.7,2.2,35.8
Klay Thompson,2013-14,23,18.4,3.1,2.2,35.4
Klay Thompson,2014-15,24,21.7,3.2,2.9,31.9
Klay Thompson,2015-16,25,21.1,3.8,2.4,32.7
Tristan Thompson,2011-12,20,8.2,6.5,0.5,23.7
Tristan Thompson,2012-13,21,11.7,9.4,1.3,31.3
Tristan Thompson,2013-14,22,11.7,9.2,0.9,31.6
Tristan Thompson,2014-15,23,8.5,8.0,0.5,26.8
Tristan Thompson,2015-16,24,7.9,9.4,0.7,27.6
Marcus Thornton,2009-10,22,14.5,2.9,1.6,25.6
Marcus Thornton,2010-11,23,12.8,3.5,1.8,24.3
Marcus Thornton,2011-12,24,18.7,3.7,1.9,34.9
Marcus Thornton,2012-13,25,12.7,2.5,1.3,24.0
Marcus Thornton,2013-14,26,9.8,2.8,1.1,24.2
Marcus Thornton,2014-15,27,7.9,1.8,0.8,15.0
Marcus Thornton,2015-16,28,10.1,2.5,1.4,19.0
Jamaal Tinsley,2001-02,23,9.4,3.7,8.1,30.5
Jamaal Tinsley,2002-03,24,7.8,3.6,7.5,30.6
Jamaal Tinsley,2003-04,25,8.3,2.6,5.8,26.5
Jamaal Tinsley,2004-05,26,15.4,4.0,6.4,32.5
Jamaal Tinsley,2005-06,27,9.3,3.2,5.0,26.7
Jamaal Tinsley,2006-07,28,12.8,3.3,6.9,31.2
Jamaal Tinsley,2007-08,29,11.9,3.6,8.4,33.2
Jamaal Tinsley,2009-10,31,3.5,1.7,2.8,15.5
Jamaal Tinsley,2011-12,33,3.7,1.2,3.3,13.7
Jamaal Tinsley,2012-13,34,3.5,1.7,4.4,18.5
Jamaal Tinsley,2013-14,35,1.1,1.4,2.9,13.8
Anthony Tolliver,2008-09,23,2.7,2.2,0.9,10.9
Anthony Tolliver,2009-10,24,11.7,7.0,1.9,31.0
Anthony Tolliver,2010-11,25,6.7,4.5,1.3,21.0
Anthony Tolliver,2011-12,26,4.1,3.0,0.4,17.3
Anthony Tolliver,2012-13,27,4.1,2.5,0.5,15.5
Anthony Tolliver,2013-14,28,6.1,2.6,0.7,20.3
Anthony Tolliver,2014-15,29,6.3,3.1,0.8,18.8
Anthony Tolliver,2015-16,30,5.4,3.3,0.9,19.7
Karl-Anthony Towns,2015-16,20,16.5,9.8,1.4,29.6
Nikoloz Tskitishvili,2002-03,19,3.9,2.2,1.1,16.3
Nikoloz Tskitishvili,2003-04,20,2.7,1.6,0.3,7.9
Nikoloz Tskitishvili,2004-05,21,1.4,1.2,0.3,6.3
Nikoloz Tskitishvili,2005-06,22,2.1,1.3,0.2,5.8
P.J. Tucker,2006-07,21,1.8,1.4,0.2,4.9
P.J. Tucker,2012-13,27,6.4,4.4,1.4,24.2
P.J. Tucker,2013-14,28,9.4,6.5,1.7,30.7
P.J. Tucker,2014-15,29,9.1,6.4,1.6,30.6
P.J. Tucker,2015-16,30,6.9,5.8,1.8,28.8
Ronny Turiaf,2005-06,23,2.0,1.6,0.3,7.0
Ronny Turiaf,2006-07,24,5.3,3.6,0.9,15.1
Ronny Turiaf,2007-08,25,6.6,3.9,1.6,18.7
Ronny Turiaf,2008-09,26,5.9,4.6,2.1,21.5
Ronny Turiaf,2009-10,27,4.9,4.5,2.1,20.8
Ronny Turiaf,2010-11,28,4.2,3.2,1.4,17.8
Ronny Turiaf,2011-12,29,3.0,4.1,0.6,16.4
Ronny Turiaf,2012-13,30,1.9,2.3,0.5,10.8
Ronny Turiaf,2013-14,31,4.8,5.6,0.8,19.5
Ronny Turiaf,2014-15,32,0.0,0.5,1.0,9.5
Evan Turner,2010-11,22,7.2,3.9,2.0,23.0
Evan Turner,2011-12,23,9.4,5.8,2.8,26.4
Evan Turner,2012-13,24,13.3,6.3,4.3,35.3
Evan Turner,2013-14,25,14.0,5.0,3.2,30.3
Evan Turner,2014-15,26,9.5,5.1,5.5,27.6
Evan Turner,2015-16,27,9.5,4.5,4.1,26.9
Myles Turner,2015-16,19,9.3,4.3,0.4,18.1
Jeremy Tyler,2011-12,20,4.9,3.3,0.4,13.5
Jeremy Tyler,2012-13,21,1.0,1.0,0.0,3.2
Jeremy Tyler,2013-14,22,3.6,2.7,0.2,9.7
Ekpe Udoh,2010-11,23,4.1,3.1,0.7,17.8
Ekpe Udoh,2011-12,24,5.6,4.2,0.9,21.1
Ekpe Udoh,2012-13,25,4.3,3.3,0.6,17.3
Ekpe Udoh,2013-14,26,3.4,3.5,0.7,19.1
Ekpe Udoh,2014-15,27,0.9,0.8,0.2,3.9
Beno Udrih,2004-05,22,5.9,1.0,1.9,14.4
Beno Udrih,2005-06,23,5.1,1.0,1.7,10.9
Beno Udrih,2006-07,24,4.7,1.1,1.7,13.0
Beno Udrih,2007-08,25,12.8,3.3,4.3,32.0
Beno Udrih,2008-09,26,11.0,3.0,4.7,31.1
Beno Udrih,2009-10,27,12.9,2.8,4.7,31.4
Beno Udrih,2010-11,28,13.7,3.4,4.9,34.6
Beno Udrih,2011-12,29,5.9,1.7,3.8,18.3
Beno Udrih,2012-13,30,8.2,2.1,4.6,22.1
Beno Udrih,2013-14,31,4.9,1.4,2.8,15.7
Beno Udrih,2014-15,32,7.7,1.8,2.8,18.9
Beno Udrih,2015-16,33,4.4,1.6,2.7,15.9
Jonas Valanciunas,2012-13,20,8.9,6.0,0.7,23.9
Jonas Valanciunas,2013-14,21,11.3,8.8,0.7,28.2
Jonas Valanciunas,2014-15,22,12.0,8.7,0.5,26.2
Jonas Valanciunas,2015-16,23,12.2,9.6,0.8,26.8
Anderson Varejao,2004-05,22,4.9,4.8,0.5,16.0
Anderson Varejao,2005-06,23,4.6,4.9,0.4,15.8
Anderson Varejao,2006-07,24,6.8,6.7,0.9,23.9
Anderson Varejao,2007-08,25,6.7,8.3,1.1,27.5
Anderson Varejao,2008-09,26,8.6,7.2,1.0,28.5
Anderson Varejao,2009-10,27,8.6,7.6,1.1,28.5
Anderson Varejao,2010-11,28,9.1,9.7,1.5,32.1
Anderson Varejao,2011-12,29,10.8,11.5,1.7,31.4
Anderson Varejao,2012-13,30,14.1,14.4,3.4,36.0
Anderson Varejao,2013-14,31,8.4,9.7,2.2,27.7
Anderson Varejao,2014-15,32,9.8,6.5,1.3,24.5
Anderson Varejao,2015-16,33,2.4,2.7,0.6,9.2
Jarvis Varnado,2012-13,24,0.6,0.7,0.2,4.5
Jarvis Varnado,2013-14,25,4.1,2.6,0.5,14.1
Greivis Vasquez,2010-11,24,3.6,1.0,2.2,12.3
Greivis Vasquez,2011-12,25,8.9,2.6,5.4,25.8
Greivis Vasquez,2012-13,26,13.9,4.3,9.0,34.4
Greivis Vasquez,2013-14,27,9.6,2.2,4.1,22.5
Greivis Vasquez,2014-15,28,9.5,2.6,3.7,24.3
Greivis Vasquez,2015-16,29,7.1,2.3,4.4,22.6
Rashad Vaughn,2015-16,19,2.4,1.2,0.4,11.4
Jan Vesely,2011-12,21,4.7,4.4,0.8,18.9
Jan Vesely,2012-13,22,2.5,2.4,0.5,11.8
Jan Vesely,2013-14,23,3.6,3.5,0.4,14.4
Charlie Villanueva,2005-06,21,13.0,6.4,1.1,29.1
Charlie Villanueva,2006-07,22,11.8,5.8,0.9,25.2
Charlie Villanueva,2007-08,23,11.7,6.1,1.0,24.1
Charlie Villanueva,2008-09,24,16.2,6.7,1.8,26.9
Charlie Villanueva,2009-10,25,11.9,4.7,0.7,23.7
Charlie Villanueva,2010-11,26,11.1,3.9,0.6,21.9
Charlie Villanueva,2011-12,27,7.0,3.7,0.5,13.8
Charlie Villanueva,2012-13,28,6.8,3.5,0.8,15.8
Charlie Villanueva,2013-14,29,4.6,1.7,0.3,9.0
Charlie Villanueva,2014-15,30,6.3,2.3,0.3,10.6
Charlie Villanueva,2015-16,31,5.7,2.7,0.4,12.1
Noah Vonleh,2014-15,19,3.3,3.4,0.2,10.4
Noah Vonleh,2015-16,20,3.7,4.1,0.5,16.0
Nikola Vucevic,2011-12,21,5.5,4.8,0.6,15.9
Nikola Vucevic,2012-13,22,13.1,11.9,1.9,33.2
Nikola Vucevic,2013-14,23,14.2,11.0,1.8,31.8
Nikola Vucevic,2014-15,24,19.3,10.9,2.0,34.2
Nikola Vucevic,2015-16,25,16.7,8.8,2.8,31.4
Sasha Vujacic,2004-05,20,2.9,1.8,1.5,11.5
Sasha Vujacic,2005-06,21,3.9,1.9,1.7,17.7
Sasha Vujacic,2006-07,22,4.3,1.5,0.9,12.8
Sasha Vujacic,2007-08,23,8.8,2.1,1.0,17.8
Sasha Vujacic,2008-09,24,5.8,1.7,1.4,16.2
Sasha Vujacic,2009-10,25,2.8,1.2,0.6,8.6
Sasha Vujacic,2010-11,26,9.8,2.8,2.0,24.6
Sasha Vujacic,2013-14,29,2.5,1.5,0.0,5.0
Sasha Vujacic,2015-16,31,3.3,1.9,1.2,12.5
Dwyane Wade,2003-04,22,16.2,4.0,4.5,34.9
Dwyane Wade,2004-05,23,24.1,5.2,6.8,38.6
Dwyane Wade,2005-06,24,27.2,5.7,6.7,38.6
Dwyane Wade,2006-07,25,27.4,4.7,7.5,37.9
Dwyane Wade,2007-08,26,24.6,4.2,6.9,38.3
Dwyane Wade,2008-09,27,30.2,5.0,7.5,38.6
Dwyane Wade,2009-10,28,26.6,4.8,6.5,36.3
Dwyane Wade,2010-11,29,25.5,6.4,4.6,37.1
Dwyane Wade,2011-12,30,22.1,4.8,4.6,33.2
Dwyane Wade,2012-13,31,21.2,5.0,5.1,34.7
Dwyane Wade,2013-14,32,19.0,4.5,4.7,32.9
Dwyane Wade,2014-15,33,21.5,3.5,4.8,31.8
Dwyane Wade,2015-16,34,18.8,4.1,4.7,30.3
Dion Waiters,2012-13,21,14.7,2.4,3.0,28.8
Dion Waiters,2013-14,22,15.9,2.8,3.0,29.6
Dion Waiters,2014-15,23,11.8,2.4,2.0,27.6
Dion Waiters,2015-16,24,10.1,2.8,1.9,27.6
Henry Walker,2008-09,21,3.0,1.0,0.4,7.4
Henry Walker,2009-10,22,9.4,2.5,1.1,21.9
Henry Walker,2010-11,23,4.9,2.0,0.6,12.9
Henry Walker,2011-12,24,5.9,2.5,1.2,19.4
Henry Walker,2014-15,27,7.3,3.4,1.2,26.2
Kemba Walker,2011-12,21,12.1,3.5,4.4,27.2
Kemba Walker,2012-13,22,17.7,3.5,5.7,34.9
Kemba Walker,2013-14,23,17.7,4.2,6.1,35.8
Kemba Walker,2014-15,24,17.3,3.5,5.1,34.2
Kemba Walker,2015-16,25,20.3,4.2,5.0,35.8
John Wall,2010-11,20,16.4,4.6,8.3,37.8
John Wall,2011-12,21,16.3,4.5,8.0,36.2
John Wall,2012-13,22,18.5,4.0,7.6,32.7
John Wall,2013-14,23,19.3,4.1,8.8,36.3
John Wall,2014-15,24,17.6,4.6,10.0,35.9
John Wall,2015-16,25,19.5,4.3,9.8,35.8
Gerald Wallace,2001-02,19,3.2,1.6,0.5,8.0
Gerald Wallace,2002-03,20,4.7,2.7,0.5,12.1
Gerald Wallace,2003-04,21,2.0,2.0,0.5,9.1
Gerald Wallace,2004-05,22,11.1,5.5,2.0,30.7
Gerald Wallace,2005-06,23,15.2,7.5,1.7,34.5
Gerald Wallace,2006-07,24,18.1,7.2,2.6,36.7
Gerald Wallace,2007-08,25,19.4,6.0,3.5,38.3
Gerald Wallace,2008-09,26,16.6,7.8,2.7,37.6
